,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,danceability,energy,key_y,loudness,mode_y,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,collaboration,months_before_christmas
153,We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,1235005533,73.5,76.6,1,-4.485,1,3.84,2.5,0.141,10.8,60.0,127.975,215.227,4,1,11
154,When I Was Your Man,Bruno Mars,1,2012,12,5,1661187319,61.2,28.000000000000004,0,-8.648,1,4.34,93.2,0.0,8.799999999999999,38.7,72.795,213.827,4,0,0
155,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,1374581173,65.2,55.7,1,-5.714,0,3.18,74.0,0.0,12.4,48.3,150.073,169.354,4,0,7
156,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,94186466,60.0,53.7,9,-7.777,0,3.62,4.68,0.38,20.6,12.6,90.061,256.027,4,1,6
157,Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,1788326445,54.8,53.2,5,-7.596,1,3.2300000000000004,18.6,0.0263,21.7,40.5,85.03,272.394,4,0,11
158,Demons,Imagine Dragons,1,2012,1,1,1840364617,50.0,71.0,3,-3.015,1,3.39,19.0,0.025,32.9,41.9,89.929,175.20000000000002,4,0,11
159,Reminder,The Weeknd,1,2016,11,25,684675814,70.5,50.5,8,-6.923,1,19.3,14.2,0.0,16.400000000000002,38.8,160.053,218.88,4,0,1
160,Shake It Off,Taylor Swift,1,2014,1,1,1113838873,64.7,78.5,7,-5.414,1,16.5,5.609999999999999,0.0,14.8,94.3,160.015,219.2,4,0,11
161,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,1267333350,69.1,63.1,2,-6.478,1,3.68,4.83,0.00113,10.4,80.0,92.004,161.124,4,0,11
162,SNAP,Rosa Linn,1,2022,3,19,726307468,56.49999999999999,63.6,0,-8.198,1,6.22,10.7,0.00099,44.7,52.6,170.027,179.55100000000002,4,0,9
163,Shape of You,Ed Sheeran,1,2017,1,6,3562543890,82.5,65.2,1,-3.183,0,8.02,58.1,0.0,9.31,93.1,95.977,233.713,4,0,11
164,Night Changes,One Direction,1,2014,11,17,1131090940,67.2,52.0,8,-7.747,1,3.53,85.9,0.0,11.5,37.0,120.001,226.6,4,0,1
165,Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,307370144,69.89999999999999,54.1,0,-4.943,1,8.260000000000002,6.279999999999999,0.0,9.16,36.5,98.395,224.921,4,1,11
166,Creep,Radiohead,1,1992,9,21,1271293243,51.5,43.0,7,-9.935,1,3.72,0.97,0.0133,12.9,10.4,91.844,238.64,4,0,3
167,Car's Outside,James Arthur,1,2019,10,18,265882712,33.800000000000004,56.2,9,-7.181,1,2.9000000000000004,3.9,0.0,10.7,25.9,149.907,248.373,4,0,2
168,Apocalypse,Cigarettes After Sex,1,2017,3,21,841749534,36.9,46.8,5,-9.013,1,2.73,2.0500000000000003,56.6,10.9,18.0,94.434,290.617,4,0,9
169,Cheques,Shubh,1,2023,5,19,47956378,74.2,62.7,4,-8.939,0,5.33,26.200000000000003,0.00123,26.9,35.6,89.998,183.757,4,0,7
170,Pink + White,Frank Ocean,1,2016,8,20,806397070,54.50000000000001,54.50000000000001,9,-7.362,1,10.7,66.7,0.00548,41.7,54.900000000000006,159.94,184.516,3,0,4
171,Circles,Post Malone,1,2019,8,30,2132335812,69.5,76.3,0,-3.497,1,3.96,18.9,0.242,8.63,55.1,120.042,215.28,4,0,4
172,Just The Way You Are,Bruno Mars,1,2010,1,1,1641426668,63.5,84.1,5,-5.379,1,4.22,1.34,0.0,6.22,42.4,109.021,220.734,4,0,11
173,Take Me To Church,Hozier,1,2013,9,13,2135158446,56.6,66.4,4,-5.303,0,4.64,63.4,0.0,11.6,43.7,128.945,241.693,4,0,3
174,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,367316268,52.900000000000006,60.2,7,-4.629,1,4.58,29.9,0.0,7.16,75.6,157.643,271.862,4,1,0
175,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,30343206,50.5,89.3,11,-3.013,0,7.71,0.0795,0.0,17.8,65.9,145.913,220.307,4,0,5
176,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,405136812,48.5,40.9,9,-10.711,0,10.1,32.5,0.0,10.3,37.6,138.419,164.571,4,0,10
177,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,1145727611,74.1,69.69999999999999,0,-7.028,1,2.77,6.64,0.00228,13.3,77.4,116.109,160.133,4,0,5
178,Es un Secreto,Plan B,1,2010,7,20,540654286,84.1,78.3,6,-4.915,0,4.32,10.6,0.000249,5.28,51.4,94.989,190.56,4,0,5
179,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,57312735,62.3,79.9,8,-4.152,0,7.13,15.3,0.0,36.5,55.2,169.901,288.0,4,1,6
180,Ditto,NewJeans,1,2022,12,19,397582059,81.39999999999999,64.1,6,-5.957,0,11.1,2.7,0.0,9.93,18.3,133.854,185.507,4,0,0
181,Take On Me,a-ha,1,1984,10,19,1479115056,57.3,90.2,6,-7.638,0,5.4,1.7999999999999998,0.125,9.28,87.6,84.412,225.28,4,0,2
182,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,86773632,59.1,50.0,11,-6.206,0,5.29,22.0,0.0,17.5,20.1,145.819,231.747,4,1,6
183,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,133753727,71.5,68.10000000000001,10,-4.25,0,11.3,12.9,0.0,15.2,27.700000000000003,84.924,175.802,4,1,7
184,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,463564958,77.2,73.0,11,-6.657,0,9.72,15.2,0.0107,27.4,78.60000000000001,136.175,174.943,3,1,1
185,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,64533040,55.60000000000001,55.2,4,-5.875,1,3.73,53.1,0.0,12.1,53.1,100.051,266.075,4,1,7
186,S-Class,Stray Kids,1,2023,6,2,65496046,88.6,78.10000000000001,5,-1.837,0,33.300000000000004,8.95,0.0,7.15,67.2,104.996,195.689,4,0,6
187,Hits Different,Taylor Swift,1,2023,5,26,68616963,66.60000000000001,78.60000000000001,5,-6.556,1,4.390000000000001,13.4,0.000334,26.5,26.1,106.02,234.467,4,0,7
188,Chanel,"Becky G, Peso Pluma",2,2023,3,30,161460990,85.1,67.60000000000001,2,-5.738,1,3.66,39.5,0.3419999999999999,9.07,52.3,132.007,201.993,3,1,9
189,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,70106975,75.1,30.0,4,-9.404,0,5.84,19.9,0.0341,12.7,5.510000000000001,120.097,189.467,4,1,6
190,Area Codes,"Kaliii, Kaliii",2,2023,3,17,113509496,82.3,38.8,1,-10.867,1,49.1,1.87,0.0,8.76,50.7,154.569,139.326,4,1,9
191,Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,71007139,79.80000000000001,74.0,5,-4.099,0,8.61,61.6,0.0,8.4,85.1,134.932,190.444,4,1,3
192,FLOWER,JISOO,1,2023,3,31,232896922,84.3,38.9,9,-7.669,0,3.6,3.16,0.00062,9.82,63.9,123.956,173.134,4,0,9
193,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,37126685,77.5,55.50000000000001,9,-7.283,0,15.4,17.7,0.352,20.8,27.1,135.004,245.24,4,1,6
194,Eyes Closed,Ed Sheeran,1,2023,3,23,195576623,77.7,52.6,2,-6.221,1,6.45,30.2,0.0,10.5,38.9,107.071,194.849,4,0,9
195,Escapism.,"RAYE, 070 Shake",2,2022,10,12,532336353,53.8,74.2,2,-5.355,1,11.4,13.8,0.00467,9.34,25.0,96.107,272.373,4,1,2
196,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,538115192,71.3,70.3,8,-5.769,1,19.4,29.8,0.0,32.1,57.6,123.06,255.693,4,1,1
197,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,46142772,61.5,62.6,8,-6.548,1,7.779999999999999,5.74,0.0,59.6,7.049999999999999,89.984,201.493,4,1,7
198,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,401036314,70.89999999999999,58.3,5,-5.298,0,20.4,13.8,0.000297,19.5,53.3,116.624,182.667,4,1,0
199,Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,127026613,78.2,79.3,9,-5.177,0,3.87,40.0,0.000698,8.24,86.9,132.997,155.55100000000002,3,1,8
200,CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,345031710,74.3,83.1,8,-4.042,0,5.84,11.4,0.00643,35.0,60.9,95.975,168.133,4,0,0
201,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,288101651,62.8,66.8,8,-2.722,1,11.7,32.9,0.0,13.900000000000002,84.5,148.746,136.913,3,1,0
202,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,60350538,66.4,39.900000000000006,6,-10.997,0,3.49,79.7,0.000313,10.5,26.5,109.937,229.943,4,1,7
203,Players,Coi Leray,1,2022,11,30,335074782,94.8,51.2,6,-5.74,0,14.6,2.69,0.0008569999999999,5.04,59.9,105.004,139.56,4,0,1
204,Bite Me,ENHYPEN,1,2023,5,22,76767396,79.5,78.10000000000001,1,-4.647,1,14.099999999999998,28.5,0.0,10.8,68.7,104.972,157.532,4,0,7
205,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,46065667,71.0,70.1,11,-5.415,1,3.17,1.05,0.0,17.8,56.39999999999999,134.039,219.174,4,1,7
206,Normal,Feid,1,2022,7,8,459276435,70.89999999999999,56.00000000000001,4,-4.867,0,17.1,3.4000000000000004,0.0,31.5,54.1,170.082,171.88,4,0,5
207,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,39666245,59.6,63.0,6,-7.807,1,10.2,37.8,0.407,19.0,24.0,81.408,319.493,4,1,6
208,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,138517666,62.5,91.6,6,-3.704,1,4.61,30.9,0.0,90.6,74.6,153.664,168.84,4,1,9
209,Bad Habit,Steve Lacy,1,2022,6,29,822633917,68.60000000000001,49.4,1,-7.093,1,3.55,61.3,0.0058,40.2,70.0,168.946,232.067,4,0,6
210,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,51985779,46.1,72.1,9,-8.286,0,6.890000000000001,0.8160000000000001,0.000643,21.4,14.4,126.206,180.934,3,1,6
211,69,"Nicky Jam, Feid",2,2023,5,18,57945987,78.5,61.7,8,-4.202,1,23.4,10.9,0.0,11.0,57.99999999999999,92.844,221.936,4,1,7
212,Search & Rescue,Drake,1,2023,4,7,175097833,82.8,44.1,10,-8.562,0,6.8500000000000005,7.57,0.000868,29.5,53.3,140.009,272.113,4,0,8
213,Lavender Haze,Taylor Swift,1,2022,10,21,488386797,73.5,44.9,7,-10.56,0,8.83,23.0,0.126,13.2,9.55,97.05,202.396,4,0,2
214,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,32761689,92.9,51.5,5,-8.103,1,6.29,42.7,59.6,22.6,58.9,101.009,195.387,4,1,6
215,Efecto,Bad Bunny,1,2022,5,6,1047480053,80.10000000000001,47.5,7,-8.797,0,5.16,14.099999999999998,0.00173,6.39,23.4,98.047,213.061,4,0,7
216,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,153454328,58.8,89.3,6,-2.743,1,8.66,17.599999999999998,0.0,80.30000000000001,62.6,153.778,178.812,4,0,11
217,Cupido,Tini,1,2023,2,14,217672943,91.3,58.4,9,-5.263,1,22.3,52.1,0.00536,30.7,62.7,119.873,174.37,4,0,10
218,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,457184829,48.5,54.50000000000001,11,-7.924,1,3.36,6.510000000000001,0.547,6.419999999999999,3.85,150.185,123.891,4,0,2
219,Unstoppable,Sia,1,2016,1,21,939844851,46.8,77.9,9,-4.839,1,7.79,11.2,0.0373,10.1,26.0,173.799,217.747,4,0,11
220,Until I Found You,Stephen Sanchez,1,2021,9,1,726434358,34.599999999999994,50.0,10,-6.097,1,3.88,75.7,0.0,18.9,19.1,202.466,176.667,3,0,3
221,Rich Flex,"Drake, 21 Savage",2,2022,11,4,573633020,54.900000000000006,51.8,4,-9.39,0,25.7,5.17,0.000121,37.8,41.8,160.07,239.36,4,1,1
222,Easy On Me,Adele,1,2021,10,14,1406111294,60.4,36.6,5,-7.519,1,2.82,57.8,0.0,13.3,13.0,141.981,224.695,4,0,2
223,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,24975653,83.6,69.19999999999999,8,-6.248,0,12.6,3.35,0.0504,20.1,28.8,143.384,205.267,4,1,6
224,The Real Slim Shady,Eminem,1,2000,1,1,1424589568,94.9,66.10000000000001,5,-4.244,0,5.72,3.02,0.0,4.54,76.0,104.504,284.2,4,0,11
225,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,231332117,83.8,79.0,6,-1.602,0,10.8,43.1,0.0003329999999999,18.4,96.2,92.927,161.452,4,1,0
226,The Color Violet,Tory Lanez,1,2021,12,10,415932686,64.5,53.400000000000006,6,-10.8,0,4.79,15.7,0.0,8.63,46.3,105.02,226.467,4,0,0
227,Glimpse of Us,Joji,1,2022,6,10,988515741,44.0,31.7,8,-9.258,1,5.3100000000000005,89.1,0.000478,14.099999999999998,26.8,169.914,233.456,3,0,6
228,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,50847624,62.4,65.5,1,-4.177,0,5.47,18.0,0.0,11.6,56.49999999999999,178.083,242.697,4,1,7
229,Curtains,Ed Sheeran,1,2023,5,5,39893489,50.4,76.2,2,-6.42,1,5.7,9.5,0.000127,33.800000000000004,44.0,176.013,224.804,4,0,7
230,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,92035115,79.5,87.5,4,-4.079,0,5.25,11.1,0.00894,10.7,37.5,104.008,182.149,4,1,7
231,Haegeum,Agust D,1,2023,4,21,118810253,69.69999999999999,83.7,7,-2.651,1,30.4,31.3,0.0,47.1,83.1,85.097,168.927,5,0,8
232,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,206399629,56.39999999999999,47.7,0,-6.786,1,38.8,85.2,0.0,14.2,56.99999999999999,80.891,164.387,4,0,10
233,Never Felt So Alone,Labrinth,1,2023,4,7,117747907,43.6,40.9,5,-4.438,1,5.33,49.9,0.0166,38.0,36.3,98.357,160.166,3,0,8
234,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,266624541,79.60000000000001,80.60000000000001,1,-3.441,0,32.1,33.2,0.0,10.4,56.00000000000001,178.007,200.12,4,1,10
235,ceilings,Lizzy McAlpine,1,2022,4,8,293186992,51.6,32.2,9,-11.762,1,2.92,47.3,0.194,21.5,26.1,148.005,182.888,3,0,8
236,Cupid,Fifty Fifty,1,2023,2,24,139681964,77.5,64.60000000000001,11,-5.72,0,3.14,32.1,0.0157,25.5,72.39999999999999,120.001,174.116,4,0,10
237,I AM,IVE,1,2023,4,10,123132751,68.30000000000001,87.5,4,-4.866,0,5.489999999999999,1.15,0.0,8.4,38.4,122.002,183.853,4,0,8
238,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,162887075,92.8,46.8,2,-8.196,1,36.4,32.800000000000004,0.0004269999999999,9.86,47.0,96.006,265.0,4,1,9
239,Super,SEVENTEEN,1,2023,4,24,91221625,77.10000000000001,88.0,8,-4.091,1,8.57,16.2,0.000141,16.7,34.7,137.018,200.387,4,0,8
240,Slut Me Out,NLE Choppa,1,2022,4,22,190490915,71.8,62.4,1,-6.666,1,23.5,3.83,0.0,5.47,45.6,127.929,135.059,4,0,8
241,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,96180277,61.3,57.3,9,-7.277,0,3.45,0.5720000000000001,0.000258,43.2,12.4,119.041,268.235,4,1,8
242,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,185240616,72.89999999999999,46.7,2,-9.682,1,4.19,71.0,0.00453,12.9,40.1,96.042,221.407,3,0,4
243,PROVENZA,Karol G,1,2022,4,21,885093467,86.3,50.2,1,-7.912,1,4.96,61.0,0.765,11.0,56.7,111.029,207.627,4,0,8
244,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,104992946,89.8,68.89999999999999,9,-5.092,1,17.1,16.5,0.0,9.57,77.2,147.964,172.125,4,1,8
245,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,147290338,57.1,58.4,9,-5.38,1,5.01,7.380000000000001,0.0,5.91,78.3,182.317,190.554,4,1,10
246,Shivers,Ed Sheeran,1,2021,9,9,1302184087,78.8,85.9,2,-2.724,1,8.559999999999999,28.1,0.0,4.24,82.19999999999999,141.02,207.853,4,0,3
247,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,76910644,76.5,71.0,11,-6.126,0,5.489999999999999,0.79,0.0,39.3,24.5,110.006,205.101,4,1,8
248,Komang,Raim Laode,1,2022,8,16,137123880,69.6,41.3,7,-8.548,1,2.7,39.6,0.00592,9.98,34.4,133.905,222.707,4,0,4
249,Made You Look,Meghan Trainor,1,2022,10,21,502574952,83.39999999999999,52.2,10,-3.574,1,7.03,34.0,0.000159,7.829999999999999,85.39999999999999,145.035,134.256,4,0,2
250,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,207033255,68.60000000000001,89.7,11,-7.18,0,3.86,1.03,10.3,15.3,35.5,129.975,163.139,4,1,10
251,No Se Va,Grupo Frontera,1,2022,4,28,404887295,56.99999999999999,71.0,0,-4.526,1,3.04,8.98,0.0,29.2,75.2,172.719,193.816,4,0,8
252,Punto G,Quevedo,1,2022,11,4,381161027,74.5,77.0,9,-3.653,1,14.000000000000002,21.8,0.012,5.04,62.9,92.044,151.32500000000002,4,0,1
253,Lovers Rock,TV Girl,1,2014,6,5,466231982,55.900000000000006,87.1,5,-5.338,0,3.97,0.000753,0.545,9.6,57.2,104.97,213.92,4,0,6
254,METAMORPHOSIS,INTERWORLD,1,2021,11,25,357580552,59.3,64.1,7,-12.727,0,9.92,42.6,90.1,12.2,14.7,175.014,142.839,4,0,1
255,Mami Chula,"Quevedo, Jhayco",2,2023,4,27,61105704,79.10000000000001,69.1,7,-4.107,0,4.38,18.9,0.0,9.83,29.3,120.0,216.84,4,1,8
256,En Paris,"El Chachito, Junior H",2,2022,12,24,198275403,70.19999999999999,48.3,3,-7.99,0,5.24,36.6,0.0131,12.4,76.9,138.842,162.79500000000002,3,1,0
257,Set Me Free Pt.2,Jimin,1,2023,3,17,168448603,58.5,81.5,0,-4.165,0,5.65,11.5,0.0,12.4,56.39999999999999,132.09,200.93,4,0,9
258,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,705469769,32.300000000000004,73.7,10,-4.008,1,3.35,14.000000000000002,0.0162,16.3,15.6,112.923,241.067,4,1,9
259,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,34502215,53.900000000000006,45.4,11,-7.096,0,5.04,34.9,0.000236,37.4,21.1,144.867,214.933,4,1,7
260,Shut Down,BLACKPINK,1,2022,9,16,482175240,81.39999999999999,70.39999999999999,0,-5.146,1,3.6,0.291,0.0,18.2,62.1,110.056,175.889,3,0,3
261,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,304118600,89.2,66.2,8,-3.894,1,16.2,16.900000000000002,0.000124,36.3,60.7,93.976,227.013,4,1,0
262,Call Out My Name,The Weeknd,1,2018,3,29,1449799467,46.1,59.3,1,-4.954,1,3.56,16.5,0.0,30.7,17.4,134.165,228.373,3,0,9
263,Like Crazy (English Version),Jimin,1,2023,3,24,173627354,62.3,75.5,7,-5.386,1,4.15,0.306,0.0,38.7,32.0,119.957,212.254,4,0,9
264,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,652704649,76.8,71.39999999999999,10,-5.11,1,4.01,35.2,0.0,15.0,84.2,131.443,163.026,4,1,0
265,Superman,"Eminem, Dina Rae",2,2002,5,26,655466831,80.2,75.5,4,-3.138,0,5.64,2.15,0.0,29.5,57.99999999999999,130.027,350.32,4,1,7
266,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,146409671,81.8,66.60000000000001,11,-5.319,1,7.59,34.300000000000004,0.0,9.22,52.900000000000006,93.95,199.149,4,1,9
267,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,95816024,72.89999999999999,57.4,7,-4.779,0,5.89,39.1,0.0,31.9,43.8,88.94,213.995,4,1,8
268,REMIX EXCLUSIVO,Feid,1,2023,3,17,117206995,65.10000000000001,55.7,5,-5.466,0,20.4,3.58,0.0,15.4,71.1,87.063,206.947,4,0,9
269,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,80758350,70.6,64.8,8,-6.348,1,32.4,50.5,0.0,21.5,80.2,77.533,161.041,4,1,9
270,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,58473276,48.1,79.7,6,-4.094,0,20.1,40.400000000000006,0.0,36.8,49.5,96.237,206.05,3,1,9
271,HAPPY,NF,1,2023,3,25,52722996,73.2,85.5,7,-4.064,1,4.15,30.6,0.0,12.0,22.1,106.004,242.691,4,0,9
272,La Bebe,Yng Lvcas,1,2021,12,24,191945597,81.2,47.9,2,-5.678,0,33.300000000000004,21.3,0.000121,7.56,55.900000000000006,169.922,234.353,4,0,0
273,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,77377503,67.4,75.9,11,-8.234,0,6.950000000000001,7.84,47.2,29.6,10.9,134.038,133.829,4,1,9
274,Late Night Talking,Harry Styles,1,2022,5,20,743693613,71.39999999999999,72.8,10,-4.595,1,4.68,29.8,0.0,10.6,90.1,114.996,177.955,4,0,7
275,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,1221813483,65.0,82.5,0,-4.645,1,3.25,2.15,0.00244,9.36,59.3,118.091,191.014,4,1,9
276,Something in the Orange,Zach Bryan,1,2022,4,22,449701773,36.9,19.2,4,-12.151,0,4.0,55.50000000000001,0.000835,9.54,14.8,175.212,228.013,3,0,8
277,VOID,Melanie Martinez,1,2023,3,29,67070410,71.5,65.60000000000001,9,-7.257,1,4.21,17.8,3.78,18.6,41.5,99.996,247.874,4,0,9
278,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,116334601,70.5,79.2,7,-6.794,0,6.5600000000000005,26.1,0.0,10.6,76.2,142.219,113.02,3,1,9
